"","Fishery","SciName","CommName","SpeciesCat","SpeciesCatName","e","alpha","management","MC","implementYear","Year","Catch","Price"
"2167","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"SQ",1,2017,2038,875.142980563192,22600.3249316144
"2168","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"FMSY",1,2017,2038,1304.28413670012,15974.4143575376
"2169","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"econOpt",1,2017,2038,1245.86353946494,16623.8190397309
"2170","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"SQ",1,2017,2039,884.510647213898,22392.0455526676
"2171","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"FMSY",1,2017,2039,1308.01128391615,15934.8255019151
"2172","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"econOpt",1,2017,2039,1265.73263743286,16396.6672455254
"2173","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"SQ",1,2017,2040,893.64236048706,22192.9438854539
"2174","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"FMSY",1,2017,2040,1311.62196993142,15896.6742707792
"2175","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"econOpt",1,2017,2040,1283.13380032697,16203.1364934735
"2176","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"SQ",1,2017,2041,902.540008926752,22002.5705879062
"2177","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"FMSY",1,2017,2041,1315.11942390489,15859.9062168483
"2178","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"econOpt",1,2017,2041,1298.34984227716,16037.8853386143
"2179","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"SQ",1,2017,2042,911.205773732067,21820.5014789745
"2180","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"FMSY",1,2017,2042,1318.50681309031,15824.469104641
"2181","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"econOpt",1,2017,2042,1311.63713418642,15896.5144562948
"2182","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"SQ",1,2017,2043,919.642104361248,21646.3359181566
"2183","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"FMSY",1,2017,2043,1321.78724202074,15790.3128108892
"2184","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"econOpt",1,2017,2043,1323.22649636847,15775.3770595926
"2185","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"SQ",1,2017,2044,927.85169496166,21479.6953029462
"2186","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"FMSY",1,2017,2044,1324.96375188262,15757.3892300401
"2187","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"econOpt",1,2017,2044,1333.32455757642,15671.4331371813
"2188","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"SQ",1,2017,2045,935.837461673836,21320.2216747469
"2189","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"FMSY",1,2017,2045,1328.03932006537,15725.6521845526
"2190","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"econOpt",1,2017,2045,1342.11539761054,15582.1360421687
"2191","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"SQ",1,2017,2046,943.602520847166,21167.5764246196
"2192","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"FMSY",1,2017,2046,1331.01685987339,15695.0573397103
"2193","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"econOpt",1,2017,2046,1349.76233662503,15505.343286831
"2194","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"SQ",1,2017,2047,951.150168195045,21021.4390909715
"2195","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"FMSY",1,2017,2047,1333.89922038761,15665.5621226938
"2196","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"econOpt",1,2017,2047,1356.40977143833,15439.245675558
"2197","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"SQ",1,2017,2048,958.48385890841,20881.5062419702
"2198","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"FMSY",1,2017,2048,1336.68918646502,15637.1256456696
"2199","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"econOpt",1,2017,2048,1362.18498855523,15382.3104924432
"2200","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"SQ",1,2017,2049,965.607188738609,20747.4904360782
"2201","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"FMSY",1,2017,2049,1339.38947886447,15609.708632669
"2202","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"econOpt",1,2017,2049,1367.19990637192,15333.2355774347
"2203","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"SQ",1,2017,2050,972.523876053329,20619.1192546619
"2204","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"FMSY",1,2017,2050,1342.00275448826,15583.2733500448
"2205","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"econOpt",1,2017,2050,1371.55271630092,15290.9119235848
"2206","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"SQ",1,2017,2051,979.23774486295,20496.1344011341
"2207","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"FMSY",1,2017,2051,1344.53160672942,15557.7835403064
"2208","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"econOpt",1,2017,2051,1375.32940537934,15254.3930056328
"2209","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"SQ",1,2017,2052,985.752708809039,20378.2908615522
"2210","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"FMSY",1,2017,2052,1346.97856591504,15533.2043591479
"2211","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"econOpt",1,2017,2052,1378.60515223999,15222.8694728148
"2212","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"SQ",1,2017,2053,992.072756101779,20265.3561220156
"2213","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"FMSY",1,2017,2053,1349.34609983677,15509.5023154916
"2214","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"econOpt",1,2017,2053,1381.44559491318,15195.6481513472
"2215","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"SQ",1,2017,2054,998.201935388857,20157.1094385852
"2216","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"FMSY",1,2017,2054,1351.63661435999,15486.6452143856
"2217","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"econOpt",1,2017,2054,1383.90797343447,15172.1345355203
"2218","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"SQ",1,2017,2055,1004.14434253471,20053.3411558029
"2219","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"FMSY",1,2017,2055,1353.85245410393,15464.6021025992
"2220","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"econOpt",1,2017,2055,1386.04215317617,15151.8181224581
"2221","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"SQ",1,2017,2056,1009.90410828591,19953.8520702036
"2222","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"FMSY",1,2017,2056,1355.99590318499,15443.3432167722
"2223","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"econOpt",1,2017,2056,1387.89153661012,15134.2600796854
"2224","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"SQ",1,2017,2057,1015.48538679604,19858.4528355058
"2225","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"FMSY",1,2017,2057,1358.06918601674,15422.8399339809
"2226","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"econOpt",1,2017,2057,1389.49387216154,15119.0828376323
"2227","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"SQ",1,2017,2058,1020.89234498117,19766.9634064313
"2228","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"FMSY",1,2017,2058,1360.07446815972,15403.064724595
"2229","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"econOpt",1,2017,2058,1390.88196917481,15105.9612790003
"2230","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"SQ",1,2017,2059,1026.12915267559,19679.21251835
"2231","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"FMSY",1,2017,2059,1362.01385721531,15383.9911073025
"2232","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"econOpt",1,2017,2059,1392.08432796417,15094.6152592381
"2233","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"SQ",1,2017,2060,1031.1999735561,19595.0372001651
"2234","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"FMSY",1,2017,2060,1363.88940375788,15365.5936061911
"2235","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"econOpt",1,2017,2060,1393.12569360378,15084.8032414529
"2236","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"SQ",1,2017,2061,1036.1089568025,19514.28231806
"2237","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"FMSY",1,2017,2061,1365.70310229997,15347.8477097797
"2238","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"econOpt",1,2017,2061,1394.02754162286,15076.3168680165
"2239","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"SQ",1,2017,2062,1040.86022946093,19436.8001479139
"2240","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"FMSY",1,2017,2062,1367.45689228577,15330.7298318978
"2241","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"econOpt",1,2017,2062,1394.80850318578,15068.9763222441
"2242","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"SQ",1,2017,2063,1045.45788947704,19362.4499743624
"2243","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"FMSY",1,2017,2063,1369.15265910819,15314.2172743212
"2244","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"econOpt",1,2017,2063,1395.48473670539,15062.6263585672
"2245","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"SQ",1,2017,2064,1049.90599936541,19291.0977146375
"2246","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"FMSY",1,2017,2064,1370.79223514553,15298.2881910725
"2247","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"econOpt",1,2017,2064,1396.07025219697,15057.1328999091
"2248","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"SQ",1,2017,2065,1054.20858048215,19222.6155654636
"2249","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"FMSY",1,2017,2065,1372.37740081383,15282.9215543038
"2250","Broadbanded thornyhead hokkaido_east_hokkaido_south","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,88983790.0134532,"econOpt",1,2017,2065,1396.57719405331,15052.3801175132
"2251","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"SQ",1,2017,2016,486.977817789613,12736.0907588853
"2252","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"FMSY",1,2017,2016,486.977817789613,12736.0907588853
"2253","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"econOpt",1,2017,2016,486.977817789613,12736.0907588853
"2254","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"SQ",1,2017,2017,500.7684838359,12430.5465469206
"2255","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"FMSY",1,2017,2017,1290.54401025107,5457.3374125819
"2256","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"econOpt",1,2017,2017,369.440326803996,16193.9737789585
"2257","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"SQ",1,2017,2018,514.528231415785,12140.9734885141
"2258","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"FMSY",1,2017,2018,1300.94331491441,5419.38355461805
"2259","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"econOpt",1,2017,2018,415.166070547863,14631.40371311
"2260","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"SQ",1,2017,2019,528.243540739566,11866.3933398168
"2261","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"FMSY",1,2017,2019,1311.11067846399,5382.82060043803
"2262","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"econOpt",1,2017,2019,467.648512333208,13192.6326246079
"2263","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"SQ",1,2017,2020,541.901341208828,11605.897036833
"2264","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"FMSY",1,2017,2020,1321.04838441961,5347.59218543156
"2265","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"econOpt",1,2017,2020,522.292917156555,11983.8689751779
"2266","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"SQ",1,2017,2021,555.489041139542,11358.6392092267
"2267","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"FMSY",1,2017,2021,1330.75887669925,5313.64455137451
"2268","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"econOpt",1,2017,2021,576.85686403729,10991.8779380011
"2269","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"SQ",1,2017,2022,568.994553569177,11123.8331694718
"2270","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"FMSY",1,2017,2022,1340.2447464098,5280.9264075538
"2271","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"econOpt",1,2017,2022,631.019900012132,10166.7138613104
"2272","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"SQ",1,2017,2023,582.406318208485,10900.7463331434
"2273","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"FMSY",1,2017,2023,1349.5087191124,5249.38880028931
"2274","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"econOpt",1,2017,2023,684.849056552791,9468.16867934219
"2275","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"SQ",1,2017,2024,595.713319627945,10688.6960305092
"2276","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"FMSY",1,2017,2024,1358.55364257124,5218.98499029105
"2277","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"econOpt",1,2017,2024,743.950979753897,8810.60209379476
"2278","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"SQ",1,2017,2025,608.905101794771,10487.0456734843
"2279","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"FMSY",1,2017,2025,1367.38247499183,5189.67033733077
"2280","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"econOpt",1,2017,2025,801.357676546424,8259.12830223925
"2281","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"SQ",1,2017,2026,621.97177909893,10295.2012455187
"2282","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"FMSY",1,2017,2026,1375.99827375212,5161.4021917444
"2283","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"econOpt",1,2017,2026,856.830527376276,7792.14867668508
"2284","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"SQ",1,2017,2027,634.90404402573,10112.6080851306
"2285","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"FMSY",1,2017,2027,1384.40418462713,5134.1397923167
"2286","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"econOpt",1,2017,2027,910.17793324593,7393.45344840754
"2287","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"SQ",1,2017,2028,647.693171648428,9938.74793662293
"2288","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"FMSY",1,2017,2028,1392.60343150578,5107.84417013125
"2289","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"econOpt",1,2017,2028,961.253107588827,7050.64236926874
"2290","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"SQ",1,2017,2029,660.33102112696,9773.13624405496
"2291","Broadbanded thornyhead pacific_north","Sebastolobus macrochir","Broadbanded thornyhead",34,"Miscellaneous demersal fishes",-1.15,25603583.0544481,"FMSY",1,2017,2029,1400.5993065964,5082.47805799855
