year,prefecture,fish,value_million_JPY
2007,山口,blackhead_seabream_and_goldlined_seabream,62
2007,徳島,blackhead_seabream_and_goldlined_seabream,25
2007,香川,blackhead_seabream_and_goldlined_seabream,60
2007,愛媛,blackhead_seabream_and_goldlined_seabream,129
2007,高知,blackhead_seabream_and_goldlined_seabream,4
2007,福岡,blackhead_seabream_and_goldlined_seabream,102
2007,佐賀,blackhead_seabream_and_goldlined_seabream,9
2007,長崎,blackhead_seabream_and_goldlined_seabream,47
2007,熊本,blackhead_seabream_and_goldlined_seabream,65
2007,大分,blackhead_seabream_and_goldlined_seabream,45
2007,宮崎,blackhead_seabream_and_goldlined_seabream,17
2007,鹿児島,blackhead_seabream_and_goldlined_seabream,59
2007,沖縄,blackhead_seabream_and_goldlined_seabream,10
2008,北海道,blackhead_seabream_and_goldlined_seabream,0
2008,青森,blackhead_seabream_and_goldlined_seabream,12
2008,岩手,blackhead_seabream_and_goldlined_seabream,0.25
2008,宮城,blackhead_seabream_and_goldlined_seabream,4
2008,秋田,blackhead_seabream_and_goldlined_seabream,6
2008,山形,blackhead_seabream_and_goldlined_seabream,2
2008,福島,blackhead_seabream_and_goldlined_seabream,5
2008,茨城,blackhead_seabream_and_goldlined_seabream,0.25
2008,千葉,blackhead_seabream_and_goldlined_seabream,62
2008,東京,blackhead_seabream_and_goldlined_seabream,3
2008,神奈川,blackhead_seabream_and_goldlined_seabream,25
2008,新潟,blackhead_seabream_and_goldlined_seabream,18
2008,富山,blackhead_seabream_and_goldlined_seabream,39
2008,石川,blackhead_seabream_and_goldlined_seabream,56
2008,福井,blackhead_seabream_and_goldlined_seabream,7
2008,静岡,blackhead_seabream_and_goldlined_seabream,57
2008,愛知,blackhead_seabream_and_goldlined_seabream,125
2008,三重,blackhead_seabream_and_goldlined_seabream,49
2008,京都,blackhead_seabream_and_goldlined_seabream,6
2008,大阪,blackhead_seabream_and_goldlined_seabream,28
2008,兵庫,blackhead_seabream_and_goldlined_seabream,80
2008,和歌山,blackhead_seabream_and_goldlined_seabream,15
2008,鳥取,blackhead_seabream_and_goldlined_seabream,3
2008,島根,blackhead_seabream_and_goldlined_seabream,10
2008,岡山,blackhead_seabream_and_goldlined_seabream,39
2008,広島,blackhead_seabream_and_goldlined_seabream,201
2008,山口,blackhead_seabream_and_goldlined_seabream,57
2008,徳島,blackhead_seabream_and_goldlined_seabream,21
2008,香川,blackhead_seabream_and_goldlined_seabream,75
2008,愛媛,blackhead_seabream_and_goldlined_seabream,96
2008,高知,blackhead_seabream_and_goldlined_seabream,15
2008,福岡,blackhead_seabream_and_goldlined_seabream,88
2008,佐賀,blackhead_seabream_and_goldlined_seabream,8
2008,長崎,blackhead_seabream_and_goldlined_seabream,41
2008,熊本,blackhead_seabream_and_goldlined_seabream,62
2008,大分,blackhead_seabream_and_goldlined_seabream,43
2008,宮崎,blackhead_seabream_and_goldlined_seabream,21
2008,鹿児島,blackhead_seabream_and_goldlined_seabream,51
2008,沖縄,blackhead_seabream_and_goldlined_seabream,10
2009,北海道,blackhead_seabream_and_goldlined_seabream,0
2009,青森,blackhead_seabream_and_goldlined_seabream,12
2009,岩手,blackhead_seabream_and_goldlined_seabream,0.25
2009,宮城,blackhead_seabream_and_goldlined_seabream,3
2009,秋田,blackhead_seabream_and_goldlined_seabream,6
2009,山形,blackhead_seabream_and_goldlined_seabream,2
2009,福島,blackhead_seabream_and_goldlined_seabream,4
2009,茨城,blackhead_seabream_and_goldlined_seabream,1
2009,千葉,blackhead_seabream_and_goldlined_seabream,76
2009,東京,blackhead_seabream_and_goldlined_seabream,1
2009,神奈川,blackhead_seabream_and_goldlined_seabream,12
2009,新潟,blackhead_seabream_and_goldlined_seabream,16
2009,富山,blackhead_seabream_and_goldlined_seabream,34
2009,石川,blackhead_seabream_and_goldlined_seabream,51
2009,福井,blackhead_seabream_and_goldlined_seabream,6
2009,静岡,blackhead_seabream_and_goldlined_seabream,40
2009,愛知,blackhead_seabream_and_goldlined_seabream,142
2009,三重,blackhead_seabream_and_goldlined_seabream,53
2009,京都,blackhead_seabream_and_goldlined_seabream,5
2009,大阪,blackhead_seabream_and_goldlined_seabream,29
2009,兵庫,blackhead_seabream_and_goldlined_seabream,78
2009,和歌山,blackhead_seabream_and_goldlined_seabream,20
2009,鳥取,blackhead_seabream_and_goldlined_seabream,2
2009,島根,blackhead_seabream_and_goldlined_seabream,7
2009,岡山,blackhead_seabream_and_goldlined_seabream,46
2009,広島,blackhead_seabream_and_goldlined_seabream,152
2009,山口,blackhead_seabream_and_goldlined_seabream,49
2009,徳島,blackhead_seabream_and_goldlined_seabream,24
2009,香川,blackhead_seabream_and_goldlined_seabream,69
2009,愛媛,blackhead_seabream_and_goldlined_seabream,92
2009,高知,blackhead_seabream_and_goldlined_seabream,25
2009,福岡,blackhead_seabream_and_goldlined_seabream,89
2009,佐賀,blackhead_seabream_and_goldlined_seabream,10
2009,長崎,blackhead_seabream_and_goldlined_seabream,39
2009,熊本,blackhead_seabream_and_goldlined_seabream,53
2009,大分,blackhead_seabream_and_goldlined_seabream,36
2009,宮崎,blackhead_seabream_and_goldlined_seabream,14
2009,鹿児島,blackhead_seabream_and_goldlined_seabream,51
2009,沖縄,blackhead_seabream_and_goldlined_seabream,9
2010,北海道,blackhead_seabream_and_goldlined_seabream,0
2010,青森,blackhead_seabream_and_goldlined_seabream,12
2010,岩手,blackhead_seabream_and_goldlined_seabream,0.25
2010,宮城,blackhead_seabream_and_goldlined_seabream,4
2010,秋田,blackhead_seabream_and_goldlined_seabream,6
2010,山形,blackhead_seabream_and_goldlined_seabream,4
2010,福島,blackhead_seabream_and_goldlined_seabream,5
2010,茨城,blackhead_seabream_and_goldlined_seabream,2
2010,千葉,blackhead_seabream_and_goldlined_seabream,66
2010,東京,blackhead_seabream_and_goldlined_seabream,2
2010,神奈川,blackhead_seabream_and_goldlined_seabream,31
2010,新潟,blackhead_seabream_and_goldlined_seabream,16
2010,富山,blackhead_seabream_and_goldlined_seabream,26
2010,石川,blackhead_seabream_and_goldlined_seabream,40
2010,福井,blackhead_seabream_and_goldlined_seabream,7
2010,静岡,blackhead_seabream_and_goldlined_seabream,59
2010,愛知,blackhead_seabream_and_goldlined_seabream,142
2010,三重,blackhead_seabream_and_goldlined_seabream,33
2010,京都,blackhead_seabream_and_goldlined_seabream,3
2010,大阪,blackhead_seabream_and_goldlined_seabream,30
2010,兵庫,blackhead_seabream_and_goldlined_seabream,78
2010,和歌山,blackhead_seabream_and_goldlined_seabream,18
2010,鳥取,blackhead_seabream_and_goldlined_seabream,2
2010,島根,blackhead_seabream_and_goldlined_seabream,8
2010,岡山,blackhead_seabream_and_goldlined_seabream,48
2010,広島,blackhead_seabream_and_goldlined_seabream,130
2010,山口,blackhead_seabream_and_goldlined_seabream,36
2010,徳島,blackhead_seabream_and_goldlined_seabream,25
2010,香川,blackhead_seabream_and_goldlined_seabream,69
2010,愛媛,blackhead_seabream_and_goldlined_seabream,100
2010,高知,blackhead_seabream_and_goldlined_seabream,17
2010,福岡,blackhead_seabream_and_goldlined_seabream,86
2010,佐賀,blackhead_seabream_and_goldlined_seabream,9
2010,長崎,blackhead_seabream_and_goldlined_seabream,34
2010,熊本,blackhead_seabream_and_goldlined_seabream,67
2010,大分,blackhead_seabream_and_goldlined_seabream,44
2010,宮崎,blackhead_seabream_and_goldlined_seabream,11
2010,鹿児島,blackhead_seabream_and_goldlined_seabream,60
2010,沖縄,blackhead_seabream_and_goldlined_seabream,13
2011,北海道,blackhead_seabream_and_goldlined_seabream,0.25
2011,青森,blackhead_seabream_and_goldlined_seabream,9
2011,岩手,blackhead_seabream_and_goldlined_seabream,0.25
2011,宮城,blackhead_seabream_and_goldlined_seabream,4
2011,秋田,blackhead_seabream_and_goldlined_seabream,7
2011,山形,blackhead_seabream_and_goldlined_seabream,2
2011,福島,blackhead_seabream_and_goldlined_seabream,0.25
2011,茨城,blackhead_seabream_and_goldlined_seabream,0.25
2011,千葉,blackhead_seabream_and_goldlined_seabream,78
2011,東京,blackhead_seabream_and_goldlined_seabream,2
2011,神奈川,blackhead_seabream_and_goldlined_seabream,22
2011,新潟,blackhead_seabream_and_goldlined_seabream,20
2011,富山,blackhead_seabream_and_goldlined_seabream,43
2011,石川,blackhead_seabream_and_goldlined_seabream,41
2011,福井,blackhead_seabream_and_goldlined_seabream,6
2011,静岡,blackhead_seabream_and_goldlined_seabream,29
2011,愛知,blackhead_seabream_and_goldlined_seabream,142
2011,三重,blackhead_seabream_and_goldlined_seabream,31
2011,京都,blackhead_seabream_and_goldlined_seabream,4
2011,大阪,blackhead_seabream_and_goldlined_seabream,43
2011,兵庫,blackhead_seabream_and_goldlined_seabream,68
2011,和歌山,blackhead_seabream_and_goldlined_seabream,24
2011,鳥取,blackhead_seabream_and_goldlined_seabream,4
2011,島根,blackhead_seabream_and_goldlined_seabream,15
2011,岡山,blackhead_seabream_and_goldlined_seabream,46
2011,広島,blackhead_seabream_and_goldlined_seabream,123
2011,山口,blackhead_seabream_and_goldlined_seabream,45
2011,徳島,blackhead_seabream_and_goldlined_seabream,24
2011,香川,blackhead_seabream_and_goldlined_seabream,63
2011,愛媛,blackhead_seabream_and_goldlined_seabream,92
2011,高知,blackhead_seabream_and_goldlined_seabream,24
2011,福岡,blackhead_seabream_and_goldlined_seabream,88
2011,佐賀,blackhead_seabream_and_goldlined_seabream,8
2011,長崎,blackhead_seabream_and_goldlined_seabream,34
2011,熊本,blackhead_seabream_and_goldlined_seabream,45
2011,大分,blackhead_seabream_and_goldlined_seabream,58
2011,宮崎,blackhead_seabream_and_goldlined_seabream,11
2011,鹿児島,blackhead_seabream_and_goldlined_seabream,61
2011,沖縄,blackhead_seabream_and_goldlined_seabream,12
2012,北海道,blackhead_seabream_and_goldlined_seabream,0.25
2012,青森,blackhead_seabream_and_goldlined_seabream,8
2012,岩手,blackhead_seabream_and_goldlined_seabream,0.25
2012,宮城,blackhead_seabream_and_goldlined_seabream,1
2012,秋田,blackhead_seabream_and_goldlined_seabream,7
2012,山形,blackhead_seabream_and_goldlined_seabream,2
2012,福島,blackhead_seabream_and_goldlined_seabream,0
2012,茨城,blackhead_seabream_and_goldlined_seabream,0.25
2012,千葉,blackhead_seabream_and_goldlined_seabream,84
2012,東京,blackhead_seabream_and_goldlined_seabream,2
2012,神奈川,blackhead_seabream_and_goldlined_seabream,29
2012,新潟,blackhead_seabream_and_goldlined_seabream,22
2012,富山,blackhead_seabream_and_goldlined_seabream,21
2012,石川,blackhead_seabream_and_goldlined_seabream,48
2012,福井,blackhead_seabream_and_goldlined_seabream,5
2012,静岡,blackhead_seabream_and_goldlined_seabream,30
2012,愛知,blackhead_seabream_and_goldlined_seabream,150
2012,三重,blackhead_seabream_and_goldlined_seabream,34
2012,京都,blackhead_seabream_and_goldlined_seabream,3
2012,大阪,blackhead_seabream_and_goldlined_seabream,51
2012,兵庫,blackhead_seabream_and_goldlined_seabream,72
2012,和歌山,blackhead_seabream_and_goldlined_seabream,21
2012,鳥取,blackhead_seabream_and_goldlined_seabream,3
2012,島根,blackhead_seabream_and_goldlined_seabream,7
2012,岡山,blackhead_seabream_and_goldlined_seabream,38
2012,広島,blackhead_seabream_and_goldlined_seabream,116
2012,山口,blackhead_seabream_and_goldlined_seabream,30
2012,徳島,blackhead_seabream_and_goldlined_seabream,17
2012,香川,blackhead_seabream_and_goldlined_seabream,83
2012,愛媛,blackhead_seabream_and_goldlined_seabream,92
2012,高知,blackhead_seabream_and_goldlined_seabream,28
2012,福岡,blackhead_seabream_and_goldlined_seabream,96
2012,佐賀,blackhead_seabream_and_goldlined_seabream,6
2012,長崎,blackhead_seabream_and_goldlined_seabream,34
2012,熊本,blackhead_seabream_and_goldlined_seabream,42
2012,大分,blackhead_seabream_and_goldlined_seabream,46
2012,宮崎,blackhead_seabream_and_goldlined_seabream,9
2012,鹿児島,blackhead_seabream_and_goldlined_seabream,70
2012,沖縄,blackhead_seabream_and_goldlined_seabream,10
2013,北海道,blackhead_seabream_and_goldlined_seabream,0.25
2013,青森,blackhead_seabream_and_goldlined_seabream,2
2013,岩手,blackhead_seabream_and_goldlined_seabream,0.25
2013,宮城,blackhead_seabream_and_goldlined_seabream,0.25
2013,秋田,blackhead_seabream_and_goldlined_seabream,5
2013,山形,blackhead_seabream_and_goldlined_seabream,2
2013,福島,blackhead_seabream_and_goldlined_seabream,0
2013,茨城,blackhead_seabream_and_goldlined_seabream,2
2013,千葉,blackhead_seabream_and_goldlined_seabream,71
2013,東京,blackhead_seabream_and_goldlined_seabream,1
2013,神奈川,blackhead_seabream_and_goldlined_seabream,26
2013,新潟,blackhead_seabream_and_goldlined_seabream,15
2013,富山,blackhead_seabream_and_goldlined_seabream,19
2013,石川,blackhead_seabream_and_goldlined_seabream,39
2013,福井,blackhead_seabream_and_goldlined_seabream,9
2013,静岡,blackhead_seabream_and_goldlined_seabream,30
2013,愛知,blackhead_seabream_and_goldlined_seabream,151
2013,三重,blackhead_seabream_and_goldlined_seabream,29
2013,京都,blackhead_seabream_and_goldlined_seabream,3
2013,大阪,blackhead_seabream_and_goldlined_seabream,56
2013,兵庫,blackhead_seabream_and_goldlined_seabream,74
2013,和歌山,blackhead_seabream_and_goldlined_seabream,15
2013,鳥取,blackhead_seabream_and_goldlined_seabream,2
2013,島根,blackhead_seabream_and_goldlined_seabream,11
2013,岡山,blackhead_seabream_and_goldlined_seabream,40
2013,広島,blackhead_seabream_and_goldlined_seabream,125
2013,山口,blackhead_seabream_and_goldlined_seabream,31
2013,徳島,blackhead_seabream_and_goldlined_seabream,18
2013,香川,blackhead_seabream_and_goldlined_seabream,69
2013,愛媛,blackhead_seabream_and_goldlined_seabream,77
2013,高知,blackhead_seabream_and_goldlined_seabream,40
2013,福岡,blackhead_seabream_and_goldlined_seabream,105
2013,佐賀,blackhead_seabream_and_goldlined_seabream,8
2013,長崎,blackhead_seabream_and_goldlined_seabream,38
2013,熊本,blackhead_seabream_and_goldlined_seabream,44
2013,大分,blackhead_seabream_and_goldlined_seabream,53
2013,宮崎,blackhead_seabream_and_goldlined_seabream,9
2013,鹿児島,blackhead_seabream_and_goldlined_seabream,56
2013,沖縄,blackhead_seabream_and_goldlined_seabream,5
2014,北海道,blackhead_seabream_and_goldlined_seabream,0.25
2014,青森,blackhead_seabream_and_goldlined_seabream,2
2014,岩手,blackhead_seabream_and_goldlined_seabream,0.25
2014,宮城,blackhead_seabream_and_goldlined_seabream,0.25
2014,秋田,blackhead_seabream_and_goldlined_seabream,5
2014,山形,blackhead_seabream_and_goldlined_seabream,4
2014,福島,blackhead_seabream_and_goldlined_seabream,0
2014,茨城,blackhead_seabream_and_goldlined_seabream,1
2014,千葉,blackhead_seabream_and_goldlined_seabream,89
2014,東京,blackhead_seabream_and_goldlined_seabream,0.25
2014,神奈川,blackhead_seabream_and_goldlined_seabream,17
2014,新潟,blackhead_seabream_and_goldlined_seabream,17
2014,富山,blackhead_seabream_and_goldlined_seabream,23
2014,石川,blackhead_seabream_and_goldlined_seabream,44
2014,福井,blackhead_seabream_and_goldlined_seabream,11
2014,静岡,blackhead_seabream_and_goldlined_seabream,25
2014,愛知,blackhead_seabream_and_goldlined_seabream,178
2014,三重,blackhead_seabream_and_goldlined_seabream,30
2014,京都,blackhead_seabream_and_goldlined_seabream,7
2014,大阪,blackhead_seabream_and_goldlined_seabream,43
2014,兵庫,blackhead_seabream_and_goldlined_seabream,74
2014,和歌山,blackhead_seabream_and_goldlined_seabream,29
2014,鳥取,blackhead_seabream_and_goldlined_seabream,2
2014,島根,blackhead_seabream_and_goldlined_seabream,7
2014,岡山,blackhead_seabream_and_goldlined_seabream,37
2014,広島,blackhead_seabream_and_goldlined_seabream,124
2014,山口,blackhead_seabream_and_goldlined_seabream,33
2014,徳島,blackhead_seabream_and_goldlined_seabream,11
2014,香川,blackhead_seabream_and_goldlined_seabream,55
2014,愛媛,blackhead_seabream_and_goldlined_seabream,63
2014,高知,blackhead_seabream_and_goldlined_seabream,43
2014,福岡,blackhead_seabream_and_goldlined_seabream,98
2014,佐賀,blackhead_seabream_and_goldlined_seabream,6
2014,長崎,blackhead_seabream_and_goldlined_seabream,37
2014,熊本,blackhead_seabream_and_goldlined_seabream,33
2014,大分,blackhead_seabream_and_goldlined_seabream,43
2014,宮崎,blackhead_seabream_and_goldlined_seabream,15
2014,鹿児島,blackhead_seabream_and_goldlined_seabream,69
2014,沖縄,blackhead_seabream_and_goldlined_seabream,4
2015,北海道,blackhead_seabream_and_goldlined_seabream,0.25
2015,青森,blackhead_seabream_and_goldlined_seabream,1
2015,岩手,blackhead_seabream_and_goldlined_seabream,0.25
2015,宮城,blackhead_seabream_and_goldlined_seabream,0
2015,秋田,blackhead_seabream_and_goldlined_seabream,5
2015,山形,blackhead_seabream_and_goldlined_seabream,2
2015,福島,blackhead_seabream_and_goldlined_seabream,0
2015,茨城,blackhead_seabream_and_goldlined_seabream,0.25
2015,千葉,blackhead_seabream_and_goldlined_seabream,83
2015,東京,blackhead_seabream_and_goldlined_seabream,1
2015,神奈川,blackhead_seabream_and_goldlined_seabream,25
2015,新潟,blackhead_seabream_and_goldlined_seabream,16
2015,富山,blackhead_seabream_and_goldlined_seabream,24
2015,石川,blackhead_seabream_and_goldlined_seabream,42
2015,福井,blackhead_seabream_and_goldlined_seabream,6
2015,静岡,blackhead_seabream_and_goldlined_seabream,28
2015,愛知,blackhead_seabream_and_goldlined_seabream,166
2015,三重,blackhead_seabream_and_goldlined_seabream,42
2015,京都,blackhead_seabream_and_goldlined_seabream,5
2015,大阪,blackhead_seabream_and_goldlined_seabream,55
2015,兵庫,blackhead_seabream_and_goldlined_seabream,91
2015,和歌山,blackhead_seabream_and_goldlined_seabream,18
2015,鳥取,blackhead_seabream_and_goldlined_seabream,1
2015,島根,blackhead_seabream_and_goldlined_seabream,6
2015,岡山,blackhead_seabream_and_goldlined_seabream,38
2015,広島,blackhead_seabream_and_goldlined_seabream,95
2015,山口,blackhead_seabream_and_goldlined_seabream,37
2015,徳島,blackhead_seabream_and_goldlined_seabream,12
2015,香川,blackhead_seabream_and_goldlined_seabream,70
2015,愛媛,blackhead_seabream_and_goldlined_seabream,68
2015,高知,blackhead_seabream_and_goldlined_seabream,40
2015,福岡,blackhead_seabream_and_goldlined_seabream,97
2015,佐賀,blackhead_seabream_and_goldlined_seabream,6
2015,長崎,blackhead_seabream_and_goldlined_seabream,46
2015,熊本,blackhead_seabream_and_goldlined_seabream,46
2015,大分,blackhead_seabream_and_goldlined_seabream,54
2015,宮崎,blackhead_seabream_and_goldlined_seabream,12
2015,鹿児島,blackhead_seabream_and_goldlined_seabream,63
2015,沖縄,blackhead_seabream_and_goldlined_seabream,3
2003,北海道,blue_marlin,55
2003,青森,blue_marlin,13
2003,岩手,blue_marlin,61
2003,宮城,blue_marlin,234
2003,秋田,blue_marlin,1
2003,山形,blue_marlin,1
2003,福島,blue_marlin,55
2003,茨城,blue_marlin,2
2003,千葉,blue_marlin,6
2003,東京,blue_marlin,25
2003,神奈川,blue_marlin,100
2003,新潟,blue_marlin,0
2003,富山,blue_marlin,40
2003,石川,blue_marlin,6
2003,福井,blue_marlin,1
2003,静岡,blue_marlin,22
2003,愛知,blue_marlin,1
2003,三重,blue_marlin,47
2003,京都,blue_marlin,1
2003,大阪,blue_marlin,0
2003,兵庫,blue_marlin,0
2003,和歌山,blue_marlin,57
2003,鳥取,blue_marlin,0
2003,島根,blue_marlin,0.25
2003,岡山,blue_marlin,0
2003,広島,blue_marlin,0
2003,山口,blue_marlin,NA
2003,徳島,blue_marlin,23
2003,香川,blue_marlin,1
2003,愛媛,blue_marlin,2
2003,高知,blue_marlin,140
2003,福岡,blue_marlin,NA
2003,佐賀,blue_marlin,0
2003,長崎,blue_marlin,13
2003,熊本,blue_marlin,14
2003,大分,blue_marlin,103
2003,宮崎,blue_marlin,179
2003,鹿児島,blue_marlin,122
2003,沖縄,blue_marlin,205
2004,愛知,blue_marlin,1
2004,愛媛,blue_marlin,0.25
2004,茨城,blue_marlin,4
2004,岡山,blue_marlin,0
2004,沖縄,blue_marlin,243
2004,岩手,blue_marlin,71
2004,宮崎,blue_marlin,216
2004,宮城,blue_marlin,267
2004,京都,blue_marlin,1
2004,熊本,blue_marlin,14
2004,広島,blue_marlin,0
2004,香川,blue_marlin,1
2004,高知,blue_marlin,171
2004,佐賀,blue_marlin,0
2004,三重,blue_marlin,51
2004,山形,blue_marlin,1
2004,山口,blue_marlin,3
2004,鹿児島,blue_marlin,129
2004,秋田,blue_marlin,1
2004,新潟,blue_marlin,0
2004,神奈川,blue_marlin,101
2004,青森,blue_marlin,18
2004,静岡,blue_marlin,56
2004,石川,blue_marlin,1
2004,千葉,blue_marlin,9
2004,大阪,blue_marlin,0
2004,大分,blue_marlin,96
2004,長崎,blue_marlin,26
2004,鳥取,blue_marlin,0
2004,島根,blue_marlin,1
2004,東京,blue_marlin,77
2004,徳島,blue_marlin,27
2004,富山,blue_marlin,56
2004,福井,blue_marlin,1
2004,福岡,blue_marlin,1
2004,福島,blue_marlin,90
2004,兵庫,blue_marlin,1
2004,北海道,blue_marlin,55
2004,和歌山,blue_marlin,33
2005,愛知,blue_marlin,0.25
2005,愛媛,blue_marlin,1
2005,茨城,blue_marlin,4
2005,岡山,blue_marlin,0
2005,沖縄,blue_marlin,216
2005,岩手,blue_marlin,40
2005,宮崎,blue_marlin,167
2005,宮城,blue_marlin,249
2005,京都,blue_marlin,1
2005,熊本,blue_marlin,22
2005,広島,blue_marlin,0
2005,香川,blue_marlin,1
2005,高知,blue_marlin,172
2005,佐賀,blue_marlin,0
2005,三重,blue_marlin,76
2005,山形,blue_marlin,1
2005,山口,blue_marlin,3
2005,鹿児島,blue_marlin,172
2005,秋田,blue_marlin,1
2005,新潟,blue_marlin,0
2005,神奈川,blue_marlin,142
2005,青森,blue_marlin,7
2005,静岡,blue_marlin,62
2005,石川,blue_marlin,1
2005,千葉,blue_marlin,6
2005,大阪,blue_marlin,0
2005,大分,blue_marlin,103
2005,長崎,blue_marlin,14
2005,鳥取,blue_marlin,0
2005,島根,blue_marlin,0
2005,東京,blue_marlin,59
2005,徳島,blue_marlin,23
2005,富山,blue_marlin,51
2005,福井,blue_marlin,1
2005,福岡,blue_marlin,1
2005,福島,blue_marlin,82
2005,兵庫,blue_marlin,0.25
2005,北海道,blue_marlin,35
2005,和歌山,blue_marlin,27
2006,北海道,blue_marlin,43
2006,青森,blue_marlin,6
2006,岩手,blue_marlin,61
2006,宮城,blue_marlin,231
2006,秋田,blue_marlin,NA
2006,山形,blue_marlin,NA
2006,福島,blue_marlin,31
2006,茨城,blue_marlin,5
2006,千葉,blue_marlin,9
2006,東京,blue_marlin,115
2006,神奈川,blue_marlin,78
2006,新潟,blue_marlin,0
2006,富山,blue_marlin,58
2006,石川,blue_marlin,1
2006,福井,blue_marlin,1
2006,静岡,blue_marlin,85
2006,愛知,blue_marlin,1
2006,三重,blue_marlin,61
2006,京都,blue_marlin,1
2006,大阪,blue_marlin,0
2006,兵庫,blue_marlin,0.25
2006,和歌山,blue_marlin,15
2006,鳥取,blue_marlin,0
2006,島根,blue_marlin,1
2006,岡山,blue_marlin,0
2006,広島,blue_marlin,0
2006,山口,blue_marlin,1
2006,徳島,blue_marlin,25
2006,香川,blue_marlin,2
2006,愛媛,blue_marlin,0.25
2006,高知,blue_marlin,129
2006,福岡,blue_marlin,2
2006,佐賀,blue_marlin,0
2006,長崎,blue_marlin,20
2006,熊本,blue_marlin,14
2006,大分,blue_marlin,102
2006,宮崎,blue_marlin,118
2006,鹿児島,blue_marlin,119
2006,沖縄,blue_marlin,232
2007,北海道,blue_marlin,37
2007,青森,blue_marlin,8
2007,岩手,blue_marlin,58
2007,宮城,blue_marlin,199
2007,秋田,blue_marlin,NA
2007,山形,blue_marlin,NA
2007,福島,blue_marlin,65
2007,茨城,blue_marlin,2
2007,千葉,blue_marlin,8
2007,東京,blue_marlin,110
2007,神奈川,blue_marlin,41
2007,新潟,blue_marlin,0
2007,富山,blue_marlin,25
2007,石川,blue_marlin,2
2007,福井,blue_marlin,1
2007,静岡,blue_marlin,162
2007,愛知,blue_marlin,0
2007,三重,blue_marlin,57
2007,京都,blue_marlin,1
2007,大阪,blue_marlin,0
2007,兵庫,blue_marlin,0
2007,和歌山,blue_marlin,28
2007,鳥取,blue_marlin,0
2007,島根,blue_marlin,1
2007,岡山,blue_marlin,0
2007,広島,blue_marlin,0
2007,山口,blue_marlin,2
2007,徳島,blue_marlin,23
2007,香川,blue_marlin,NA
2007,愛媛,blue_marlin,0.25
2007,高知,blue_marlin,242
2007,福岡,blue_marlin,1
2007,佐賀,blue_marlin,0
2007,長崎,blue_marlin,22
2007,熊本,blue_marlin,10
2007,大分,blue_marlin,103
2007,宮崎,blue_marlin,122
2007,鹿児島,blue_marlin,173
2007,沖縄,blue_marlin,188
2008,北海道,blue_marlin,7
2008,青森,blue_marlin,4
2008,岩手,blue_marlin,63
2008,宮城,blue_marlin,173
2008,秋田,blue_marlin,NA
2008,山形,blue_marlin,NA
2008,福島,blue_marlin,61
2008,茨城,blue_marlin,3
2008,千葉,blue_marlin,20
2008,東京,blue_marlin,127
2008,神奈川,blue_marlin,57
2008,新潟,blue_marlin,0
2008,富山,blue_marlin,34
2008,石川,blue_marlin,5
2008,福井,blue_marlin,2
2008,静岡,blue_marlin,127
2008,愛知,blue_marlin,0
2008,三重,blue_marlin,84
2008,京都,blue_marlin,5
2008,大阪,blue_marlin,0
2008,兵庫,blue_marlin,NA
2008,和歌山,blue_marlin,15
2008,鳥取,blue_marlin,0
2008,島根,blue_marlin,1
2008,岡山,blue_marlin,0
2008,広島,blue_marlin,0
2008,山口,blue_marlin,NA
2008,徳島,blue_marlin,19
2008,香川,blue_marlin,NA
2008,愛媛,blue_marlin,NA
2008,高知,blue_marlin,198
2008,福岡,blue_marlin,NA
2008,佐賀,blue_marlin,0
2008,長崎,blue_marlin,14
2008,熊本,blue_marlin,9
2008,大分,blue_marlin,108
2008,宮崎,blue_marlin,128
2008,鹿児島,blue_marlin,210
2008,沖縄,blue_marlin,218
2009,北海道,blue_marlin,9
2009,青森,blue_marlin,12
2009,岩手,blue_marlin,69
2009,宮城,blue_marlin,150
2009,秋田,blue_marlin,NA
2009,山形,blue_marlin,NA
2009,福島,blue_marlin,34
2009,茨城,blue_marlin,NA
2009,千葉,blue_marlin,16
2009,東京,blue_marlin,123
2009,神奈川,blue_marlin,45
2009,新潟,blue_marlin,0.25
2009,富山,blue_marlin,70
2009,石川,blue_marlin,1
2009,福井,blue_marlin,1
2009,静岡,blue_marlin,96
2009,愛知,blue_marlin,0
2009,三重,blue_marlin,39
2009,京都,blue_marlin,2
2009,大阪,blue_marlin,0
2009,兵庫,blue_marlin,NA
2009,和歌山,blue_marlin,24
2009,鳥取,blue_marlin,0
2009,島根,blue_marlin,1
2009,岡山,blue_marlin,0
2009,広島,blue_marlin,0
2009,山口,blue_marlin,NA
2009,徳島,blue_marlin,12
2009,香川,blue_marlin,NA
2009,愛媛,blue_marlin,NA
2009,高知,blue_marlin,170
2009,福岡,blue_marlin,NA
2009,佐賀,blue_marlin,0
2009,長崎,blue_marlin,8
2009,熊本,blue_marlin,4
2009,大分,blue_marlin,79
2009,宮崎,blue_marlin,103
2009,鹿児島,blue_marlin,107
2009,沖縄,blue_marlin,206
2010,北海道,blue_marlin,16
2010,青森,blue_marlin,12
2010,岩手,blue_marlin,66
2010,宮城,blue_marlin,130
2010,秋田,blue_marlin,NA
2010,山形,blue_marlin,NA
2010,福島,blue_marlin,67
2010,茨城,blue_marlin,NA
2010,千葉,blue_marlin,12
2010,東京,blue_marlin,83
2010,神奈川,blue_marlin,104
